source,label_col,subgroup_col,subgroup_val,auditor,accuracy,demographic_parity,equalized_odds,equal_opportunity
deepface,age,gender,0,svm,0.5077519379844961,0.043644098964747316,0.05724580052821764,0.08763481403869704
deepface,age,gender,1,svm,0.48278236914600553,0.043644098964747316,0.05724580052821764,0.08763481403869704
deepface,age,race,0,svm,0.4456630109670987,0.11055733856502094,0.20679970082799057,0.3517879437914014
deepface,age,race,1,svm,0.42857142857142855,0.11055733856502094,0.20679970082799057,0.3517879437914014
deepface,age,race,2,svm,0.5842217484008528,0.11055733856502094,0.20679970082799057,0.3517879437914014
deepface,age,race,3,svm,0.5196078431372549,0.11055733856502094,0.20679970082799057,0.3517879437914014
deepface,age,race,4,svm,0.5797546012269938,0.11055733856502094,0.20679970082799057,0.3517879437914014
deepface,age,race,5,svm,0.4576271186440678,0.11055733856502094,0.20679970082799057,0.3517879437914014
deepface,age,race,6,svm,0.47540983606557374,0.11055733856502094,0.20679970082799057,0.3517879437914014
deepface,age,overall,-1,deep,0.505,,,
deepface,age,gender,0,deep,0.5284237726098191,0.03092351753380647,0.057989920082813645,0.10017654028915375
deepface,age,gender,1,deep,0.4800275482093664,0.03092351753380647,0.057989920082813645,0.10017654028915375
deepface,age,race,0,deep,0.4556331006979063,0.11506300312111896,0.21670142565200007,0.3646108187125985
deepface,age,race,1,deep,0.3992673992673993,0.11506300312111896,0.21670142565200007,0.3646108187125985
deepface,age,race,2,deep,0.603411513859275,0.11506300312111896,0.21670142565200007,0.3646108187125985
deepface,age,race,3,deep,0.5333333333333333,0.11506300312111896,0.21670142565200007,0.3646108187125985
deepface,age,race,4,deep,0.5797546012269938,0.11506300312111896,0.21670142565200007,0.3646108187125985
deepface,age,race,5,deep,0.4533898305084746,0.11506300312111896,0.21670142565200007,0.3646108187125985
deepface,age,race,6,deep,0.5355191256830601,0.11506300312111896,0.21670142565200007,0.3646108187125985
